Correct Model ,Source,SGD (1),Adam (2),RMSprop (3),Adagrad (4),Adadelta (5),Nadam (6),Adamax (7),Adagradd (8),MSE (9),MAE (10),CCE (11),BCE (12),SCE (13),0.0001 (14),0.01 (15),0.1 (16),1.0 (17),ReLU (18),sigmoid (19),Tanh (20),Elu (21) ,Gelu (22),Swish (23),Softmax (24)
https://www.kaggle.com/code/tirendazacademy/image-classification-with-tensorflow,"cnn_model = tf.keras.models.Sequential([
    # The first convolution
    layers.Conv2D(16, 3, activation='relu', input_shape=(300, 300, 3)),
    layers.MaxPooling2D(2, 2),
    # The second convolution
    layers.Conv2D(32, 3, activation='relu'),
    layers.MaxPooling2D(2,2),
    # The third convolution
    layers.Conv2D(64, 3, activation='relu'),
    layers.MaxPooling2D(2,2),
    # The fourth convolution
    layers.Conv2D(64, 3, activation='relu'),
    layers.MaxPooling2D(2,2),
    # The fifth convolution
    layers.Conv2D(64, 3, activation='relu'),
    layers.MaxPooling2D(2,2),
    # Flatten the results to feed into a DNN
    layers.Flatten(),
    # 512 neuron hidden layer
    layers.Dense(512, activation='relu'),
    # Only 1 output neuron
    layers.Dense(1, activation='sigmoid')
])
     

cnn_model.compile(loss='binary_crossentropy',
              optimizer=RMSprop(learning_rate=0.001),
              metrics=['acc'])
              history = cnn_model.fit(
      train_generator,
      steps_per_epoch=8,  
      epochs=15,
      verbose=1,
      validation_data=validation_generator)",0,0,0,,,,,,,,11,,,,,,17,,19,,,,,
https://www.kaggle.com/code/prakharprasad/classify-sports,Kaggle,check this out!,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/infrarosso/houses-prices-with-dnn-keras-tuner,too large,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/ubiratanfilho/cifar-10-image-recognition,Kaggle,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/stuartday274/keras-model,"model = Sequential()
#add model layers
model.add(Input(shape=(len(features),)))

model.add(Dense(len(features), activation='relu'))
model.add(Dense(20, activation='relu'))
model.add(Dense(5, activation='relu'))
model.add(Dense(2, activation='softmax'))
model.compile(optimizer='adam', loss='categorical_crossentropy', metrics=['accuracy'])
model.summary()
model.fit(X_train, y_train, validation_data=(X_test, y_test), epochs=10)#accuracy: 95%
from keras.optimizers import Adam
adam_optimizer = Adam(lr=0.001)
model.compile(optimizer=adam_optimizer, loss='categorical_crossentropy', metrics=['accuracy'])
model.fit(X_train, y_train, validation_data=(X_test, y_test), epochs=10)",1,0,0,,,,,,0,0,0,0,13,,,,17,0,0,0,,,,
https://www.kaggle.com/code/sejalkshirsagar/cats-vs-dogs-2-transfer-learning,Kaggle,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/gigunlee/beginner-simple-dnn-tutorial,Kaggle,-,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/willclare/dnn-and-kerastuner,too large,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/keyurshrimali/eda-on-red-wine-classification-dnn-keras,Kaggle,0,0,0,,,,,,0,10,0,0,13,0,0,0,17,0,0,0,,,,
https://www.kaggle.com/code/nagsdata/simple-keras-dnn-model,Kaggle,0,0,0,,,,,,9,,,,,0,0,0,0,0,0,0,,,,
https://www.kaggle.com/code/gauranggupta123/plants-classification,Kaggle,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/yakhyojon/enhancing-fashion-recognition-with-convolutions,Kaggle,error,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/nadakhater22/sign-language-classification,"num_classes = 36

model = keras.Sequential()

model.add(Conv2D(32, (5,5), activation = 'relu', input_shape = (128,128,3)))
model.add(AveragePooling2D())

model.add(Conv2D(64, (5,5), activation = 'relu'))
model.add(AveragePooling2D())

model.add(Flatten())

model.add(Dense(128, activation = 'relu'))
model.add(Dense(num_classes, activation = 'softmax'))

model.summary()
# compile the neural network
model.compile(optimizer='adam',
              loss='sparse_categorical_crossentropy',
              metrics=['acc'])",0,0,0,0,0,0,0,0,,10,error,,,0,0,0,0,18,,,,,,
https://www.kaggle.com/code/xmingchen/keras-dnn-using-data-augmentation,"model = models.Sequential()
model.add(layers.Dense(nUnitL1, input_shape=(nDim,))) 
model.add(layers.BatchNormalization())
model.add(layers.Activation('relu'))
model.add(layers.Dense(nUnitL2)) #, kernel_initializer='normal', kernel_regularizer=regularizers.l2(0.001)))
model.add(layers.BatchNormalization())
model.add(layers.Activation('relu'))
model.add(layers.Dense(1, activation='sigmoid'))
model.compile(optimizer=optimizers.Adam(lr=1e-4), #RMSprop(lr=0.0002),
              loss='binary_crossentropy',
              metrics=['accuracy'])
reduce_lr = ReduceLROnPlateau(monitor='loss', factor=0.5,
                              patience=5, min_lr=0.00001)
hist = model.fit(X_train, y_train, epochs=nEpoch,
          batch_size=batch_size, 
          verbose=1, #callbacks=[reduce_lr], 
          validation_data = [X_test, y_test])",0,0,0,,,,,,,,0,error,error,0,0,0,0,0,0,0,,,,
https://www.kaggle.com/code/hyejinjeon/predicting-movie-success-dense-neural-network,"model1 = Sequential()
model1.add(Dense(50,activation='relu', input_shape=(X.shape[1],))) # input shape is = (features,)
model1.add(Dense(25, activation='relu'))
model1.add(Dense(15, activation='relu'))
model1.add(Dense(10, activation='relu'))
model1.add(Dense(1, activation='sigmoid'))
model1.summary()
model1.compile(optimizer='Adam', loss='binary_crossentropy',
              metrics=['accuracy'])
from keras.callbacks import EarlyStopping
es = EarlyStopping(monitor='val_loss', mode='min', 
                   patience=10, 
                   verbose=1,
                   restore_best_weights=True)
# fit model
history = model1.fit(X_train, y_train, 
                    validation_data=(X_test, y_test),
                    epochs=4000, 
                    batch_size = 44,
                    verbose=1, 
                    callbacks=[es])",0,0,0,,,,,,,,11,,,,,,17,,0,0,,,,24
https://www.kaggle.com/code/ahmedgamal12/dnn-algorithm-with-keras,"model=keras.Sequential()
model.add(keras.layers.Dense(512,input_dim=1566,activation=tf.nn.sigmoid))
# model.add(keras.layers.Dense(128,activation=tf.nn.sigmoid))
model.add(keras.layers.Dense(1,activation=tf.nn.sigmoid))
model.compile(optimizer='adam',loss='binary_crossentropy',metrics=['accuracy'])
model.fit(x_train,y_train,epochs=20)",1,0,,,,,,,,,11,,,0,0,0,0,18,0,20,,,,
https://www.kaggle.com/code/kokyongteo/dogs-vs-cats-base-model-vs-vgg16,Kaggle,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/passwordclassified/dnn-can-humans-really-be-random,acc to low,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/lucaznguyenofficial/fathomnet-simple-dnn-make-your-1st-submission,error,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/tippu89/santander-basic-keras-dnn,too large ,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/anunnikrishnan/keras-dnn-regressor,error,-,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/yannicksteph/dnn-wine-prediction,low accuracy!,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/jeongbinpark/tps-may-simple-dnn,"model = models.Sequential()
model.add(layers.Dense(50, input_shape=X.shape, activation='relu', name=""Hidden-1""))
model.add(layers.Dropout(0.25))
model.add(layers.Dense(25, activation='relu'))
model.add(layers.Dropout(0.25))
model.add(layers.Dense(10, activation='softmax'))
model.add(layers.Dropout(0.1))
model.add(layers.Dense(4, activation='softmax'))
model.compile(loss='categorical_crossentropy', optimizer='adam', metrics=['accuracy'])
model.summary()
history = model.fit(X, y, epochs=30, batch_size=256, validation_split=0.3,verbose=1)
#accuracy 57%",0,0,0,,,,,,0,0,0,0,,0,0,0,0,0,0,0,,,,
https://www.kaggle.com/code/samfaraday/sun-spots-prediction-simple-dnn,low accuracy!,check this out!,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/scidatb/black-box-attack-prediction-end-to-end,"Model = Sequential()

Model.add(Conv2D(32,3,
                          activation=""relu"",
                 input_shape=(80,300,3),padding=""same""))
Model.add(BatchNormalization())
Model.add(MaxPooling2D((2)))

#
Model.add(Conv2D(64,3,
                 activation=""relu"",padding=""same""))
Model.add(Conv2D(128,(3,3),
                 activation=""relu"",padding=""same""))
Model.add(Dropout(0.5))
Model.add(MaxPooling2D((2)))

#
Model.add(Conv2D(64,3,
                 activation=""relu"",padding=""same""))
Model.add(Conv2D(128,3,
                 activation=""relu"",padding=""same""))
Model.add(Dropout(0.5))
Model.add(GlobalAveragePooling2D())

#
Model.add(Flatten())
Model.add(Dense(256,
                activation=""relu""))
Model.add(Dropout(0.5))
Model.add(Dense(3,
                activation=""softmax""))
                Model.compile(optimizer=""rmsprop"",loss=""categorical_crossentropy"",metrics=[""accuracy""])

CNN_Model = Model.fit(Train_Set,
                      validation_data=Validation_Set,
                            callbacks=[Call_Back_Early_Stop,Call_Back_Check],
                      epochs=50)",0,0,0,,,,,,0,0,0,0,error,,,,17,0,19,,,,,
https://www.kaggle.com/code/vibs26031998/predicting-parkinson,too large,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/vineel369/mnist-dnn-with-tensor-flow-keras,Kaggle,error,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/aditya9790/facial-detection-cnn-vs-neural-network,Kaggle,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/yannicksteph/cnn-cv-mnist-classification,Kaggle,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/meetnagadia/human-horse-classification-using,Kaggle,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/kamalpangeni/disaster-tweets-with-lr-rf-dnn,Kaggle,error ,error,error,,,,,,,,,,13,,,,17,,,,,,,
https://www.kaggle.com/code/mdismielhossenabir/chest-x-ray-images#CNN-Model-2,Kaggle,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/lonnieqin/spaceship-titanic-prediction-with-dnn,Kaggle,error,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/anopsy/keras-for-mohs,Kaggle,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/samu2505/bacteria-dna-classification,Kaggle,error,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/alirezaze/deep-nn-for-heart-attack-dataset-85-acc,"model = keras.Sequential()
model.add(keras.Input(shape=(28,)))
model.add(keras.layers.Dense(14,activation='relu'))
model.add(keras.layers.Dense(1,activation='sigmoid'))

model.compile(optimizer=keras.optimizers.Adam(),loss=keras.losses.binary_crossentropy,metrics=['accuracy'])",0,0,0,,,,,,0,0,11,0,,0,0,0,0,18,0,0,,,,
https://www.kaggle.com/code/lampubhutia/housingpriceprediction-using-tf-dnn-keras,Kaggle,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/tongshengliang/digit-recognizer-simple-dnn-with-keras,Kaggle,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/researchlad/hand-recognition,Kaggle,too large,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/beksultankarimov/dnn-cassification,"model_color_dropout = tf.keras.Sequential([
    tf.keras.layers.Conv2D(128, (3,3), padding='same', activation=tf.nn.relu,
                           input_shape=(150, 150, 3)),
    tf.keras.layers.MaxPooling2D((2,2), strides=2),
    tf.keras.layers.Conv2D(128, (3,3), padding='same', activation=tf.nn.relu),
    tf.keras.layers.MaxPooling2D((2,2), strides=2),
    tf.keras.layers.Conv2D(64, (3,3), activation='relu'),
    tf.keras.layers.MaxPooling2D(2,2),
    tf.keras.layers.Conv2D(128, (3,3), activation='relu'),
    tf.keras.layers.MaxPooling2D(2,2),
    tf.keras.layers.Dropout(0.5),
    tf.keras.layers.Flatten(),
    tf.keras.layers.Dense(512, activation='relu'),
    tf.keras.layers.Dense(256, activation='relu'),
    tf.keras.layers.Dense(21, activation='softmax')
    ])

model_color_dropout.compile(optimizer='adam',
              loss=tf.keras.losses.SparseCategoricalCrossentropy(),
              metrics=['accuracy'])",0,0,0,,,,,,runtime error,runtime error,runtime error,runtime error,0,,,,17,0,0,0,,,,
https://www.kaggle.com/code/anunnikrishnan/keras-dnn-classifier,Kaggle,error,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/sharat111/churn-modelling-using-dnn,Kaggle,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/luckypen/max-and-min-f-data-for-target-price,Kaggle,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/ateplyuk/satelite-easy-starter-keras,,error,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/dimitreoliveira/deep-learning-keras-ga-revenue-prediction,,too large,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/mihaskalic/keras-straightforward,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/pierrelouisdanieau/breast-cancer-prediciton-ml-dl,"import keras
from keras.models import Sequential
from keras.layers import Dense, Dropout
classifier = Sequential()
classifier.add(Dense(16 , activation='relu', input_dim=9))
classifier.add(Dropout(rate=0.1))
classifier.add(Dense(16, activation='relu'))
classifier.add(Dropout(rate=0.1))
classifier.add(Dense(1, activation='sigmoid'))
classifier.compile(optimizer='adam', loss='binary_crossentropy', metrics=['accuracy'])
classifier.fit(train_X, train_y, batch_size=75, epochs=120)",0,0,0,,,,,,,,11,0,,,,,17,18,0,0,,,,
https://www.kaggle.com/code/qusaybtoush1990/tensorflow-multi-classification,"M_Class = keras.models.Sequential([
    #keras.layers.Input(shape=30),
    keras.layers.Dense(8,activation='tanh'),
    keras.layers.Dense(128,activation=""tanh""),
    keras.layers.Dense(64,activation=""tanh""),
    keras.layers.Dropout(0.2),
    keras.layers.Dense(4,activation='softmax'),  # choose 4 because we have 4 categories
    
])
# make compile 
M_Class.compile(optimizer='adam',loss='categorical_crossentropy',metrics=[""accuracy""])


Fit_M= M_Class.fit(X_train,y_train,
              validation_data=(X_test,y_test),
               epochs=100,
              batch_size=1000, 
               verbose=1,
              callbacks=[ tf.keras.callbacks.EarlyStopping(
              patience=10,monitor='val_accuracy',restore_best_weights=True)])",0,0,0,,,,,,0,0,0,0,13,,,,17,0,0,0,,,,
https://www.kaggle.com/code/upamanyumukherjee/boston-dataset,check it out!,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/dogfish87/diabetes-keras-dnn,difficult to work with,0,error,,,,,,,,,11,0,,,,,17,0,0,0,,,,
https://www.kaggle.com/code/christianlillelund/tuning-a-keras-dnn-with-randomizedsearchcv,error,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/divyansh22/build-your-first-deep-neural-network,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/dogfish87/crab-age-rf-keras-dnn,look into it ,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/pamin2222/dnn-and-tfidf-fit-only-on-train-0-923,large ,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/couyang/easiest-cnn-with-99-6-accuracy-using-keras-top-5,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/sophieali/hyperparameter-tuning-keras-dnn,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/yerramvarun/keras-fe-kfold-92-accuracy,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/skyil7/eda-with-seaborn-and-dnn-regression-with-keras,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/subinium/tps-may-deeplearning-pipeline-for-beginner,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/daosword/jpx-neural-network-starter-keras,a bit large,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/franciscofeng/fork-of-no-leakage-dnn-prediction-feature-engin,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/lonnieqin/ai-generated-text-detection-with-dnn-and-tfidf,iffy,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/jeongbinpark/tps-jun-try-visualization-dnn-model,"model = models.Sequential()
model.add(layers.Dense(9, input_shape=X.shape, activation='relu'))
model.add(layers.Dense(9, activation='softmax'))
model.compile(loss = 'categorical_crossentropy', optimizer='adam', metrics=[""accuracy""])
model.summary()",0,0,0,0,0,0,0,0,0,0,0,0,error,0,0,0,17,,,,,,,
https://www.kaggle.com/code/librauee/train-dnn-v2-10fold,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/tippu89/mnist-keras-dnn-gan,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/islandshuwang/playground-s3e10-simple-dnn-by-keras-0-03434,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/blacktile/targeted-marketing-strategy-for-starbucks,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/danrusei/exploring-tensorflow-keras-dnn,,,,,,,,,,,,,,,,,,,,,,,,,
https://kaggle.com/code/michaelrocchio/dnn-cnn-transformer-with-keras,error,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/rodsaldanha/multilabel-category-prediction,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/tangerine1202/house-prices-kernel,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/lovroselic/spaceshiptitanic-ls,"Ground Truth 
dnn_model = Sequential()
n_cols = X.shape[1]
dnn_model.add(Input(shape = (n_cols,), name = 'input'))
dnn_model.add(Dense(8, activation=""relu""))
dnn_model.add(Dropout(0.25))
dnn_model.add(Dense(2, activation=""relu""))
dnn_model.add(BatchNormalization())
dnn_model.add(Dense(1, activation=""sigmoid"", name='out'))            
dnn_model.summary()
dnn_model.compile(loss='binary_crossentropy', optimizer=tf.keras.optimizers.Adam(learning_rate=0.001, epsilon=1e-03), metrics=['binary_accuracy'])
early_stopping_monitor = EarlyStopping(patience=25, monitor='val_binary_accuracy')
checkpoint = ModelCheckpoint(""weights.hdf5"", monitor = 'val_binary_accuracy', save_best_only = True)
dnn_model.fit(X_train,y_train, validation_data=(X_test,y_test), callbacks=[checkpoint, early_stopping_monitor], epochs=300, batch_size=64, verbose=1, validation_split=0.25)
dnn_model.load_weights(""weights.hdf5"")",0,0,0,,,,,,0,0,0,0,13,0,0,0,0,0,0,0,,,,
https://www.kaggle.com/code/luhuihu/dnn-market-prediction-for-ubiquant,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/samanemami/regression-performance-energy-efficiency,low accuracy,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/pratikbarua/image-recognition-players,error,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/rhamnett/dnn-keras-and-categorical-feature-embedding,"merged_inputs = layers.concatenate(embeddings)
spatial_dropout = layers.SpatialDropout1D(0.2)(merged_inputs)
flat_embed = layers.Flatten()(spatial_dropout)

# Merge embedding and numeric features
all_features = layers.concatenate([flat_embed, merged_num_inputs])

# MLP for classification
x = layers.Dropout(0.2)(layers.Dense(100, activation='relu')(all_features))
x = layers.Dropout(0.2)(layers.Dense(50, activation='relu')(x))
x = layers.Dropout(0.2)(layers.Dense(25, activation='relu')(x))
x = layers.Dropout(0.2)(layers.Dense(15, activation='relu')(x))

# Final model
output = layers.Dense(1, activation='sigmoid')(x)
model = models.Model(inputs=cat_inputs + num_inputs, outputs=output)
model.compile(loss='binary_crossentropy', optimizer='adam', metrics=['accuracy'])
print(model.summary())",1,0,,,,,,,0,0,0,,13,,,,17,0,error,error,,,,
https://www.kaggle.com/code/hhtun21/keras-dnn,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/sumitm004/eda-sa-and-hotel-booking-cancellation-prediction,too large,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/hasanbasriakcay/ubiquant-market-preds-dnn-find-best-learning-rate,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/rodrigolima82/using-neural-network,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/fardinpy/stock-forecasting,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/salmanhiro/onn-onion-neural-network-with-lstm-85-accuracy,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/szeyeung/feature-engineering-medical-cost,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/bansodesandeep/multilabel-classification-cnn-dnn-lstm,large,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/calven22/forecasting-inflation-with-arima-and-lstm,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/bannourchaker/deep-learing-part3-cnn-inceptiontime-con11,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/goduguanilhimam/working-with-the-titanic-dataset,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/aliasgherman/telecom-customer,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/abhashrai/sales-forecasting-playground-s3e19,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/damienpark/baseline-dnn-first,,,,,,,,,,,,,,,,,,,,,,,,,
https://kaggle.com/code/mitishaagarwal/mnist-classification-dnn-cnn-int,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/blaskowitz100/dnn-keras-and-categorical-feature-embedding,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/subbhashit/fruit-classification-with-90-accuracy,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/susanta21/kaggle-spaceship-titanic#Model-2-:DNN-:,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/rodsaldanha/targeted-marketing-campaign,"from keras import models
from keras import layers
import tensorflow as tf

model = models.Sequential()
model.add(layers.Dense(5, activation='relu', input_dim=53))
model.add(layers.Dense(5, activation='relu'))
model.add(layers.Dense(1, activation='sigmoid'))

model.compile(optimizer='rmsprop', loss='binary_crossentropy', metrics=[tf.keras.metrics.AUC()])
history = model.fit(X_train, y_train, epochs=30)",0,0,0,,,,,,0,0,error,0,error,,,,17,0,0,0,,,,
https://www.kaggle.com/code/skhalili/basic-regression-for-exercise,iffy,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/kattat/reservation-cancellation-classification-with-keras,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/salmaneunus/hammer-screwdriver-recognition-test-accuracy-68-9,large,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/devanshu125/drug-moa-dl-starter-approach,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/henseljahja/simple-tensorflow-cnn-98-8,"model = keras.models.Sequential([
    keras.layers.Conv2D(filters=64, kernel_size=7, input_shape=[28, 28, 1]),
    keras.layers.MaxPooling2D(pool_size=2),
    keras.layers.Conv2D(filters=128, kernel_size=3, activation='relu', padding=""SAME""),
    keras.layers.Conv2D(filters=128, kernel_size=3, activation='relu', padding=""SAME""),
    keras.layers.MaxPooling2D(pool_size=2),
    keras.layers.Conv2D(filters=128, kernel_size=3, activation='relu', padding=""SAME""),
    keras.layers.Conv2D(filters=128, kernel_size=3, activation='relu', padding=""SAME""),
    keras.layers.MaxPooling2D(pool_size=2),
    keras.layers.Flatten(),
    keras.layers.Dense(units=128, activation='relu'),
    keras.layers.Dropout(0.5),
    keras.layers.Dense(units=64, activation='relu'),
    keras.layers.Dropout(0.5),
    keras.layers.Dense(units=10, activation='softmax'),
])
model.compile(
    loss=""sparse_categorical_crossentropy"",
    optimizer = 'nadam',
    metrics=['accuracy']
)
history = model.fit(X_train,y_train,
                   validation_data=(X_valid,y_valid),
                   epochs=10)",0,0,0,,,,,,9,,error,,0,0,,,17,0,0,0,,,,
https://www.kaggle.com/code/nikhilmishra21/flowers-notebook-cnn,error,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/tariqsays/car-price-prediction-keras-tensorflow-dnn,error,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/gauthamastro/spanish-high-speed-rail-price-prediction-using-dnn,error,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/kamalkhumar/horse-or-human-classification-keras-cnn,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/alperendes/banking-machine-deep-learning-96-accuracy ,"model = Sequential([
    Dense(32, activation='relu', input_dim=13),
    Dropout(0.5),
    Dense(32, activation='relu'),
    Dense(1, activation='sigmoid')
])
model.compile(optimizer='adam', loss='mean_squared_error', metrics=['accuracy'])
model.summary()",0,0,0,,,,,,0,0,11,0,,0,,16,0,0,0,0,,,,
https://www.kaggle.com/code/sanikamal/text-classification-with-python-and-keras,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/alexryzhkov/python-keras-nn-residual,too large,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/kanncaa1/deep-learning-tutorial-for-beginners,"classifier = Sequential() # initialize neural network
classifier.add(Dense(units = 8, kernel_initializer = 'uniform', activation = 'relu', input_dim = x_train.shape[1]))
classifier.add(Dense(units = 4, kernel_initializer = 'uniform', activation = 'relu'))
classifier.add(Dense(units = 1, kernel_initializer = 'uniform', activation = 'sigmoid'))
classifier.compile(optimizer = 'adam', loss = 'binary_crossentropy', metrics = ['accuracy'])",1,0,,,,,,,9,,error,12,error,14,,,,18,,,,,,
https://www.kaggle.com/code/kanncaa1/convolutional-neural-network-cnn-tutorial,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/janiobachmann/credit-fraud-dealing-with-imbalanced-datasets,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/vbmokin/nlp-eda-bag-of-words-tf-idf-glove-bert,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/prashant111/mnist-deep-neural-network-with-keras ,error,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/arnavkj95/candidate-generation-and-luna16-preprocessing,too large ,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/uzairrj/beg-tut-intel-image-classification-93-76-accur,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/gpreda/jigsaw-fast-compact-solution,large,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/abhishek/approaching-almost-any-nlp-problem-on-kaggle,large,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/zoupet/predictive-analysis-with-different-approaches,error,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/mauriciofigueiredo/mlp-simples-com-keras-para-iniciantes,"model = Sequential()
model.add(Dense(30, activation='relu', input_shape=(784,)))
model.add(Dropout(0.2))
model.add(Dense(20, activation='relu'))
model.add(Dropout(0.2))
model.add(Dense(num_classes, activation='softmax'))
model.summary()
model.compile(loss='categorical_crossentropy',
              optimizer=RMSprop(),
              metrics=['accuracy'])
history = model.fit(x_train, y_train,
                    batch_size=batch_size,
                    epochs=epochs,
                    verbose=1,
                    validation_data=(x_val, y_val))",0,0,0,0,0,0,0,0,0,0,0,0,error,0,,,17,,19,,,,,
https://www.kaggle.com/code/devm2024/keras-model-for-beginners-0-210-on-lb-eda-r-d,,,,,,,,,,,,,,,,,,,,,,,,,
